dzongkhag,model,RMSE,MAE,MAPE,MASE,specification
NATIONAL_18_DZONGKHAGS,Seasonal Naive,1.3742239828563354,1.2118539909166672,7.4581034961796036,1.3395181124382802,seasonal period=12
NATIONAL_18_DZONGKHAGS,Holt-Winters,0.862180131973275,0.7922309525659319,4.901572791276033,0.8756894132052839,trend=add; seasonal=mul
NATIONAL_18_DZONGKHAGS,SARIMA,0.49323539800546373,0.4163797832833464,2.697976842495446,0.4602437798131753,"((1, 1, 1), (0, 1, 1, 12))"
